BLDType,DEM,EFFYRBLT,FID,FLD_ZONE,FLOODPLAIN,Income,JV,JVclass,LNDVAL,NOBULDNG,NORESUNTS,PARUSEDESC,TOTLVGAREA,Zip Code,cate1,cate2,cate3,cate4,cate5,latitude,longitude,Label
3,9,1989,12,X,OUTSIDE FLOODPLAIN,34274,141132,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,84783,125138,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,38666,124393,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,20950,141132,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,60934,146970,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,148538,131486,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,30551,98863,2,0,1,1,CONDOMINIUMS,1190,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,81436,131776,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,96459,131058,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,64708,131776,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,86213,131058,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,57600,102686,3,0,1,1,CONDOMINIUMS,1200,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1984,12,X,OUTSIDE FLOODPLAIN,95457,146970,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,82166,146970,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,44026,102686,3,0,1,1,CONDOMINIUMS,1200,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,149571,131776,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,39680,131058,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,127309,131776,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,68703,131058,3,0,1,1,CONDOMINIUMS,1220,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,101265,131486,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,75777,98863,2,0,1,1,CONDOMINIUMS,1190,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,60010,141132,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,9,1989,12,X,OUTSIDE FLOODPLAIN,30293,141132,3,0,1,1,CONDOMINIUMS,1490,33179,-9999,-9999,-9999,-9999,-9999,25.97206048,-80.19629114,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,33242,112838,3,0,1,1,CONDOMINIUMS,1090,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,123897,135710,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,41280,110526,3,0,1,1,CONDOMINIUMS,1070,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,35372,112838,3,0,1,1,CONDOMINIUMS,1090,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,61653,89586,2,0,1,1,CONDOMINIUMS,880,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,35718,135710,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,69865,110526,3,0,1,1,CONDOMINIUMS,1070,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,97965,112838,3,0,1,1,CONDOMINIUMS,1090,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,72901,89586,2,0,1,1,CONDOMINIUMS,880,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,37500,135710,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,63166,110526,3,0,1,1,CONDOMINIUMS,1070,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,54191,112838,3,0,1,1,CONDOMINIUMS,1090,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,71301,89586,2,0,1,1,CONDOMINIUMS,880,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,69488,135710,3,0,1,1,CONDOMINIUMS,1230,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,7,1994,12,A,100-YEAR FLOODPLAIN,132416,110526,3,0,1,1,CONDOMINIUMS,1070,33179,-9999,-9999,-9999,-9999,-9999,25.97208313,-80.18640728,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,46688,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,99030,108000,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,68224,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,66118,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,32023,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,47184,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,114556,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,30956,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,34932,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,45596,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,56116,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,52281,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,93954,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,99488,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,96666,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,60474,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,34071,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,68109,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,35979,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,44730,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,341548,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,43841,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,36482,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,32504,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,80410,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,39972,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,49564,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,77887,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,21435,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,69047,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,98767,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,88920,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,32867,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,126526,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,97449,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,60576,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,79325,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,85448,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,45552,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,40540,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,103218,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,6269,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,21735,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,21036,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,84336,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,85880,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,52795,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,35161,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,46372,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,82366,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,13208,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,40032,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,66515,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,259196,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,61085,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,65616,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,67597,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,112009,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,149549,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,47697,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,103443,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,33567,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,22780,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,43970,109320,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,29631,106960,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,375294,114512,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,6,1985,12,A,100-YEAR FLOODPLAIN,23976,131428,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.97275876,-80.18493398,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,81060,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,34727,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,136915,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,35645,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,52579,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,48845,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,117036,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,79240,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,69183,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,23284,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,14291,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,97253,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,93643,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,26634,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,53848,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,82357,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,54444,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,53283,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,66149,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,66548,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,64168,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,87074,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,17004,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,33029,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,83985,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,45144,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,62575,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,63142,103719,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,40384,101427,3,0,1,1,CONDOMINIUMS,916,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,86848,109659,3,0,1,1,CONDOMINIUMS,1121,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1986,12,A,100-YEAR FLOODPLAIN,65197,131694,3,0,1,1,CONDOMINIUMS,1163,33179,-9999,-9999,-9999,-9999,-9999,25.9718619,-80.18532768,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,68686,128492,3,0,1,1,CONDOMINIUMS,1170,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,74852,125091,3,0,1,1,CONDOMINIUMS,1170,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,65817,115243,3,0,1,1,CONDOMINIUMS,1160,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,139639,103594,3,0,1,1,CONDOMINIUMS,1040,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,87378,103594,3,0,1,1,CONDOMINIUMS,1040,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,243384,115243,3,0,1,1,CONDOMINIUMS,1160,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,63045,115243,3,0,1,1,CONDOMINIUMS,1160,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,77640,133283,3,0,1,1,CONDOMINIUMS,1190,33179,-9999,-9999,-9999,-9999,-9999,25.97104275,-80.18574762,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,88547,131363,3,0,1,1,CONDOMINIUMS,1170,33179,-9999,-9999,-9999,-9999,-9999,25.97105334,-80.18544261,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,43322,127873,3,0,1,1,CONDOMINIUMS,1170,33179,-9999,-9999,-9999,-9999,-9999,25.97105334,-80.18544261,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,93638,121347,3,0,1,1,CONDOMINIUMS,1160,33179,-9999,-9999,-9999,-9999,-9999,25.97105334,-80.18544261,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,60316,105512,3,0,1,1,CONDOMINIUMS,1040,33179,-9999,-9999,-9999,-9999,-9999,25.97105334,-80.18544261,4
3,7,1997,12,A,100-YEAR FLOODPLAIN,27153,105512,3,0,1,1,CONDOMINIUMS,1040,33179,-9999,-9999,-9999,-9999,-9999,25.97105334,-80.18544261,4
